"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF12SA631	France (ESRF)/UK	Sánchez del Río M., Alianelli L.	Aspherical lens shapes for focusing synchrotron beams	Journal of Synchrotron Radiation	19	366-374	2012				10.1107/S0909049512003020		WOS:000302998900010
Journal article		ESRF12SA817	France (ESRF)/Sweden/Australia	Sanchez S., Ahlberg P.E., Trinajstic K.M., Mirone A., Tafforeau P.	Three-dimensional synchrotron virtual paleohistology: A new insight into the world of fossil bone microstructures	Microscopy and Microanalysis	18	1095-1105	2012	ID19	ESRF (Grenoble)		10.1017/S1431927612001079		WOS:000310323400020
Journal article		ESRF12SA858	Spain/France (ESRF)	Sánchez-Marcos J., Laguna-Marco M.A., Martínez-Morillas R., Céspedes E., Menéndez N., Jiménez-Villacorta F., Prieto C.	X-ray absorption and Mössbauer spectroscopies characterization of iron nanoclusters prepared by the gas aggregation technique	Journal of Nanoscience and Nanotechnology	12	8619-8623	2012	BM25	ESRF (Grenoble)		10.1166/jnn.2012.6822		WOS:000313851000055
Journal article		ESRF12SA669	Spain/France (ESRF)	Sánchez-Marcos J., Laguna-Marco M.A., Martínez-Morillas R., Jiménez-Villacorta F., Céspedes E., Menéndez N., Prieto C.	Exchange bias and magnetic behaviour of iron nanoclusters prepared by the gas aggregation technique	Journal of Alloys and Compounds	536	S265-S270	2012	BM25	ESRF (Grenoble)		10.1016/j.jallcom.2011.12.006		WOS:000310837500058
Journal article		ESRF12SA352	France (ESRF)/France (not ESRF)	Sansalone V., Bousson V., Naili S., Bergot C., Peyrin F., Laredo J.D., Haïat G.	Anatomical distribution of the degree of mineralization of bone tissue in human femoral neck: Impact on biomechanical properties	Bone	50	876-884	2012	ID19	ESRF (Grenoble)		10.1016/j.bone.2011.12.020		WOS:000301967400010
Article from Conference in a Journal		ESRF13SA431	Portugal/France (ESRF)	Santos L.F., Monteiro G., Almeida R.M., d'Acapito F.	EXAFS study of local structures around Er3+ ions in silicate and tellurite glasses	Ciencia & Tecnologia dos Materiais	24	138-142	2012	BM8	ESRF (Grenoble)				
Book chapter		ESRF15SA598	Italy/France (ESRF)/Austria	Santucci S.C., Amenitsch H., Cojoc D., Riekel C.	Optical tweezers for touchless sample manipulation in synchrotron radiation experiments					ID13	ESRF (Grenoble)				
Journal article		ESRF12SA268	UK/France (not ESRF)/Italy/France (ESRF)	Sartbaeva A., Haines J., Cambon O., Santoro M., Gorelli F., Levelut C., Garbarino G., Wells S.A.	Flexibility windows and compression of monoclinic and orthorhombic silicalites	Physical Review B	85	064109-1-064109-5	2012	ID27	ESRF (Grenoble)		10.1103/PhysRevB.85.064109		WOS:000300238200004
Journal article		ESRF12SA134	USA/Spain/France (ESRF)	Saupe E.E., Pérez-de la Fuente R., Selden P.A., Delclòs X., Tafforeau P., Soriano C.	New Orchestina Simon, 1882 (Araneae: Oonopidae) from Cretaceous ambers of Spain and France: First spiders described using phase-contrast X-ray synchrotron microtomography	Palaeontology	55	127-143	2012	BM5/ID19	ESRF (Grenoble)		10.1111/j.1475-4983.2011.01123.x		WOS:000298914700008
Journal article		ESRF12SC796	Switzerland/Italy/France (ESRF)/Germany/Japan	Scagnoli V., Allieta M., Walker H., Scavini M., Katsufuji T., Sagarna L., Zaharko O., Mazzoli C.	EuTiO3 magnetic structure studied by neutron powder diffraction and resonant x-ray scattering	Physical Review B	86	094432-1-094432-7	2012	ID20_RXD	ESRF (Grenoble)		10.1103/PhysRevB.86.094432		WOS:000309235100003
Journal article		ESRF12SC421	Italy/France (not ESRF)/France (ESRF)	Scavini M., Coduri M., Allieta M., Brunelli M., Ferrero C.	Probing complex disorder in Ce1-xGdxO2-x/2 using the pair distribution function analysis	Chemistry of Materials	24	1338-1345	2012	ID31	ESRF (Grenoble)		10.1021/cm203819u		WOS:000302487500013
Journal article		ESRF12SC748	Austria/Germany/Israel/France (ESRF)	Schenk A.S., Zlotnikov I., Pokroy B., Gierlinger N., Masic A., Zaslansky P., Fitch A.N., Paris O., Metzger T.H., Cölfen H., Fratzl P., Aichmayer B.	Hierarchical calcite crystals with occlusions of a simple polyelectrolyte mimic complex biomineral structures	Advanced Functional Materials	22	4668-4676	2012	ID31	ESRF (Grenoble)/BESSY (Germany)		10.1002/adfm.201201158		WOS:000310966500002
Journal article		ESRF12SC598	Germany/France (ESRF)	Schlage K., Couet S., Roth S.V., Vainio U., Rüffer R., Abul Kashem M.M., Müller-Buschbaum P., Röhlsberger R.	The formation and magnetism of iron nanostructures on ordered polymer templates	New Journal of Physics	14	043007-1-043007-13	2012	ID18	ESRF (Grenoble)	MA-498	10.1088/1367-2630/14/4/043007		WOS:000303672500003
Journal article		ESRF12SC692	France (ESRF)/Italy/UK	Schlueter C., Orgiani P., Lee T.L., Petrov A.Y., Galdi A., Davidson B.A., Zegenhagen J., Aruta C.	Evidence of electronic band redistribution in La0.65Sr0.35MnO3-δ by hard x-ray photoelectron spectroscopy	Physical Review B	86	155102-1-155102-7	2012	ID32_HX	ESRF (Grenoble)		10.1103/PhysRevB.86.155102		WOS:000309345600002
Journal article		ESRF12SC701	Germany/France (ESRF)/Spain	Schmidt-Hansberg B., Klein M.F.G., Sanyal M., Buss F., de Medeiros G.Q.G., Munuera C., Vorobiev A., Colsmann A., Scharfer P., Lemmer U., Barrena E., Schabel W.	Structure formation in low-bandgap polymer: Fullerene solar cell blends in the course of solvent evaporation	Macromolecules	45	7948-7955	2012	ID10B/ID10_Surf	ESRF (Grenoble)		10.1021/ma300945k		WOS:000309505500033
Journal article		ESRF12SC681	Germany/France (ESRF)	Schneider S.B., Baumann D., Salamat A., Konôpková Z., Liermann H.P., Schwarz M.R., Morgenroth W., Bayarjargal L., Friedrich A., Winkler B., Schnick W.	Materials properties of ultra-incompressible Re2P	Chemistry of Materials	24	3240-3246	2012	ID27	ESRF (Grenoble)/HASYLAB (Hambourg)		10.1021/cm3016885		WOS:000307988800016
Journal article		ESRF12SC424	Germany/France (ESRF)	Schneider S.B., Baumann D., Salamat A., Schnick W.	Reversible high-pressure phase transition in LaN	Journal of Applied Physics	111	093503-1-095303-6	2012	ID27	ESRF (Grenoble)		10.1063/1.4709392		WOS:000304109900020
Journal article		ESRF12SC514	Austria/France (ESRF)/Germany	Schöbel M., Degischer H.P., Brendel A., Harrer B., Di Michiel M.	3D characterization of thermal fatigue damage in monofilament reinforced copper for heat sink applications in fusion reactor systems	Praktische Metallographie-Practical Metallography	49	278-289	2012	ID15A_HEX	ESRF (Grenoble)		10.3139/147.110139		WOS:000305718100003
Journal article		ESRF12SC380	Belgium/Germany/France (ESRF)	Schoonjans T., Silversmit G., Vekemans B., Schmitz S., Burghammer M., Riekel C., Brenker F.E., Vincze L.	Fundamental parameter based quantification algorithm for confocal nano-X-ray fluorescence analysis	Spectrochimica Acta B	67	32-42	2012	ID13	ESRF (Grenoble)		10.1016/j.sab.2011.12.006		WOS:000302757200005
Journal article		ESRF12SC656	Switzerland/Germany/France (ESRF)/France (not ESRF)	Schulz G., Waschkies C., Pfeiffer F., Zanette I., Weitkamp T., David C., Müller B.	Multimodal imaging of human cerebellum - merging X-ray phase microtomography, magnetic resonance microscopy and histology	Scientific Reports	2	826-1-826-7	2012	ID19	ESRF (Grenoble)		10.1038/srep00826		WOS:000310880300001
Article from Conference in a Book		ESRF12SC711	France (ESRF)/Germany/Switzerland/France (not ESRF)	Schulz G., Weitkamp T., Zanette I., Pfeiffer F., Müller-Gerbl M., David C., Müller B.	Asymmetric rotational axis reconstruction of grating-based x-ray phase contrast tomography of the human cerebellum	Proceedings SPIE	8506	850604-1-850604-10	2012	ID19	ESRF (Grenoble)		10.1117/12.928487		
Journal article		ESRF12SE801	UK/France (ESRF)	Senn M.S., Loa I., Wright J.P., Attfield J.P.	Electronic orders in the Verwey structure of magnetite	Physical Review B	85	125119-1-125119-5	2012				10.1103/PhysRevB.85.125119		WOS:000301772100004
Journal article		ESRF12SE287	France (ESRF)/UK	Senn M.S., Wright J.P., Attfield J.P.	Charge order and three-site distortions in the Verwey structure of magnetite	Nature	481	173-176	2012	ID11	ESRF (Grenoble)		10.1038/nature10704		WOS:000298981200033
Journal article		ESRF12SE699	Spain/France (ESRF)/USA	Serrano A., Rodríguez de la Fuente O., Collado V., Rubio-Zuazo J., Monton C., Castro G.R., García M.A.	Simultaneous surface plasmon resonance and x-ray absorption spectroscopy	Review of Scientific Instruments	83	083101-1-083101-7	2012	BM25	ESRF (Grenoble)		10.1063/1.4739773		WOS:000308406500002
Journal article		ESRF12SE620	USA/France (ESRF)	Servin A.D., Castillo-Michel H., Hernandez-Viezcas J.A., Diaz B.C., Peralta-Videa J.R., Gardea-Torresdey J.L.	Synchrotron micro-XRF and micro-XANES confirmation of the uptake and translocation of TiO2 nanoparticles in cucumber (Cucumis sativus) plants	Environmental Science and Technology	46	7637-7643	2012	ID21	ESRF (Grenoble)		10.1021/es300955b		WOS:000306441000028
Journal article		ESRF12SE695	Germany/France (ESRF)	Seto J., Busse B., Gupta H.S., Schäfer C., Krauss S., Dunlop J.W.C., Masic A., Kerschnitzki M., Zaslansky P., Boesecke P., Catalá-Lehnen P., Schinke T., Fratzl P., Jahnen-Dechent W.	Accelerated growth plate mineralization and foreshortened proximal limb bones in fetuin-A knockout mice	PloS One	7	e47338-1-e47338-10	2012	ID2	ESRF (Grenoble)		10.1371/journal.pone.0047338		WOS:000310135800039
Journal article		ESRF12SE333	Germany/UK/France (not ESRF)/France (ESRF)/China	Seto J., Ma Y., Davis S.A., Meldrum F., Gourrier A., Kim Y.Y., Schilde U., Sztucki M., Burghammer M., Maltsev S., Jäger C., Cölfen H.	Structure-property relationships of a biological mesocrystal in the adult sea urchin spine	Proceedings of the National Academy of Sciences of the USA	109	3699-3704	2012	ID13/ID2	ESRF (Grenoble)		10.1073/pnas.1109243109		WOS:000301117700026
Journal article		ESRF12SH230	The Netherlands/France (ESRF)	Sharma H., Huizenga R.M., Bytchkov A., Sietsma J., Offerman S.E.	Observation of changing crystal orientations during grain coarsening	Acta Materialia	60	229-237	2012	ID11	ESRF (Grenoble)		10.1016/j.actamat.2011.09.057		WOS:000297822300023
Journal article		ESRF12SH625	Russia/France (ESRF)	Shiryaev A.A., Boesecke P.	Small-angle X-ray and neutron scattering from diamond single crystals	Journal of Physics : Conference Series	351	012018-1-012018-6	2012	ID1	ESRF (Grenoble)		10.1088/1742-6596/351/1/012018		WOS:000308218400018
Journal article		ESRF12SI834	France (ESRF)/UK	Siemianowski S.D., Brimicombe P.D., Jaradat S., Thompson P., Bras W., Gleeson H.F.	Reorientation mechanisms in smectic A liquid crystals	Liquid Crystals	39	1261-1275	2012	BM26B	ESRF (Grenoble)		10.1080/02678292.2012.714486		WOS:000309429800012
Journal article		ESRF12SI776	USA/Germany/Sweden/France (ESRF)	Sierra R.G., Laksmono H., Kern J., Tran R., Hattne J., Alonso-Mori R., Lassalle-Kaiser B., Glöckner C., Hellmich J., Schafer D.W., Echols N., Gildea R.J., Grosse-Kunstleve R.W., Sellberg J., McQueen T.A., Fry A.R., Messerschmidt M.M., Miahnahri A., Seibert M.M., Hampton C.Y., Starodub D., Loh N.D., Sokaras D., Weng T.C., Zwart P.H., Glatzel P., Milathianaki D., White W.E., Adams P.D., Williams G.J., Boutet S., Zouni A., Messinger J., Sauter N.K., Bergmann U., Yano J., Yachandra V.K., Bogan M.J.	Nanoflow electrospinning serial femtosecond crystallography	Acta Crystallographica D	68	1584-1587	2012				10.1107/S0907444912038152		WOS:000310069500017
Journal article		ESRF12SI194	Poland/France (not ESRF)/Spain/France (ESRF)	Sikora M., Juhin A., Simón G., Zajac M., Biernacka K., Kapusta C., Morellón L., Ibarra M.R., Glatzel P.	1s2p resonant inelastic x-ray scattering-magnetic circular dichroism: A sensitive probe of 3d magnetic moments using hard x-ray photons	Journal of Applied Physics	111	07E301-1-07E301-3	2012	ID26	ESRF (Grenoble)		10.1063/1.3670064		WOS:000303282401264
Journal article		ESRF12SI451	Italy/France (ESRF)	Silvestri A., Tonietto S., d'Acapito F., Molin G.	The role of copper on colour of palaeo-Christian glass mosaic tesserae: An XAS study	Journal of Cultural Heritage	13	137-144	2012	BM8	ESRF (Grenoble)		10.1016/j.culher.2011.08.002		WOS:000303105700004
Journal article		ESRF12SI463	France (ESRF)/Italy/France (not ESRF)	Simonelli L., Saini N.L., Huotari S., Giordano V.M., Monaco G.	Electronic structure of La5/3Sr1/3NiO4 by x-ray emission spectroscopy and resonant inelastic x-ray scattering	Journal of Applied Physics	111	112625-1-112625-4	2012	ID16	ESRF (Grenoble)		10.1063/1.4726248		WOS:000305401400026
Journal article		ESRF12SI671	France (ESRF)/Italy/Japan	Simonelli L., Saini N.L., Mizuguchi Y., Takano Y., Mizokawa T., Baldi G., Monaco G.	Electronic properties of FeSe1-xTex probed by x-ray emission and absorption spectroscopy	Journal of Physics Condensed Matter	24	415501-1-415501-6	2012	ID16	ESRF (Grenoble)		10.1088/0953-8984/24/41/415501		WOS:000309512200010
Journal article		ESRF12SI472	France (ESRF)/Italy/Japan	Simonelli L., Saini N.L., Moretti Sala M., Mizuguchi Y., Takano Y., Takeya H., Mizokawa T., Monaco G.	Coexistence of different electronic phases in the K0.8Fe1.6Se2 superconductor: A bulk-sensitive hard x-ray spectroscopy study	Physical Review B	85	224510-1-224510-6	2012	ID16	ESRF (Grenoble)		10.1103/PhysRevB.85.224510		WOS:000304932200008
Journal article		ESRF12SI574	India/France (ESRF)/France (not ESRF)	Singh A.K., Andrault D., Bouvier P.	X-ray diffraction from stishovite under nonhydrostatic compression to 70GPa: Strength and elasticity across the tetragonal→orthorhombic transition	Physics of the Earth and Planetary Interiors	208-209	1-10	2012	ID27	ESRF (Grenoble)		10.1016/j.pepi.2012.07.003		WOS:000310180500001
Article from Conference in a Journal		ESRF12SI680	France (not ESRF)/France (ESRF)	Sixou B., Davidoiu V., Langer M., Peyrin F.	Absorption and phase retrieval in phase contrast imaging with non linear Tikhonov regularization	Journal of Physics : Conference Series	386	012012-1-012012-4	2012				10.1088/1742-6596/386/1/012012		WOS:000309661700012
Article from Conference in a Book		ESRF12SI853	France (ESRF)/France (not ESRF)	Sixou B., Peyrin F.	Reconstruction of bone microstructure from few projections with convex-concave and non local regularization								10.1109/ISBI.2012.6235842		
Journal article		ESRF12SK302	UK/USA/France (not ESRF)/France (ESRF)	Skinner L.B., Barnes A.C., Salmon P.S., Fischer H.E., Drewitt J.W.E., Honkimäki V.	Structure and triclustering in Ba-Al-O glass	Physical Review B	85	064201-1-064201-12	2012	ID15B_HEX	ESRF (Grenoble)		10.1103/PhysRevB.85.064201		WOS:000300565700003
Journal article		ESRF12SM508	France (ESRF)/Russia	Smekhova A., Fomicheva L.N., Tsvyashchenko A.V., Sidorov V.A., Rogalev A.	New ternary boride EuRh4B4 synthesized under high pressure and temperature	Solid State Phenomena	190	421-424	2012	ID12	ESRF (Grenoble)		10.4028/www.scientific.net/SSP.190.421		WOS:000308061600101
Journal article		ESRF12SM522	France (ESRF)/Russia	Smekhova A., Gan'shina E.A., Roschin B.S., Gribova A.D., Andreeva M.A., Wilhelm F., Rogalev A.	Structural and magnetic studies of [Co0.45Fe0.45Zr0.1/a-Si]N multilayers	Journal of Spintronics and Magnetic Nanomaterials	1	11-17	2012	ID12	ESRF (Grenoble)		10.1166/jsm.2012.1004		
Journal article		ESRF12SM528	USA/Germany/France (ESRF)/Croatia/Belgium/UK/South Africa/Italy	Smith T.M., Olejniczak A.J., Zermeno J.P., Tafforeau P., Skinner M., Hoffmann A., Radovcic J., Toussaint M., Kruszynski R., Menter C., Moggi-Cecchi J., Glasmacher U.A., Kullmer O., Schrenk F., Stringer C., Hublin J.J.	Variation in enamel thickness within the genus Homo	Journal of Human Evolution	62	395-411	2012	ID19	ESRF (Grenoble)		10.1016/j.jhevol.2011.12.004		WOS:000302981200007
Journal article		ESRF12SO453	UK/China/France (ESRF)	Song X., Liu W.C., Belnoue J.P., Dong J., Wu G.H., Ding W.J., Kimber S.A.J., Buslaps T., Lunt A.J.G., Korsunsky A.M.	An eigenstrain-based finite element model and the evolution of shot peening residual stresses during fatigue of GW103 magnesium alloy	International Journal of Fatigue	42	284-295	2012	ID15B_HEX	ESRF (Grenoble)		10.1016/j.ijfatigue.2012.01.019		WOS:000304518600027
Journal article		ESRF12SO262	Denmark/France (ESRF)/Germany/UK	Sørensen H.O., Schmidt S., Wright J.P., Vaughan G.B.M., Techert S., Garman E.F., Oddershede J., Davaasambu J., Paithankar K.S., Gundlach C., Poulsen H.F.	Multigrain crystallography	Zeitschrift für Kristallographie	227	63-78	2012	ID14-4/ID11/ID9B	ESRF (Grenoble)/HASYLAB (Hambourg)		10.1524/zkri.2012.1438		WOS:000299297000006
Journal article		ESRF12SO361	Poland/France (ESRF)	Sosnowska I., Przenioslo R., Palewicz A., Wardecki D., Fitch A.	Monoclinic deformation of crystal lattice of bulk αBiFeO3: High resolution synchrotron radiation studies	Journal of the Physical Society of Japan	81	044604-1-044604-4	2012	ID31	ESRF (Grenoble)		10.1143/JPSJ.81.044604		WOS:000302291100023
Journal article		ESRF12SP471	Italy/France (not ESRF)/France (ESRF)	Spilotros A., Levantino M., Schirò G., Cammarata M., Wulff M., Cupane A.	Probing in cell protein structural changes with time-resolved X-ray scattering	Soft Matter	8	6434-6437	2012	ID9B	ESRF (Grenoble)		10.1039/c2sm25676b		WOS:000304665400004
Journal article		ESRF12SP219	Germany/USA/France (ESRF)	Spino J., Santa Cruz H., Jovani-Abril R., Birtcher R., Ferrero C.	Bulk-nanocrystalline oxide nuclear fuels - An innovative material option for increasing fission gas retention, plasticity and radiation-tolerance	Journal of Nuclear Materials	422	27-44	2012	ID19	ESRF (Grenoble)		10.1016/j.jnucmat.2011.11.056		WOS:000301563200005
Journal article		ESRF12SP756	Italy/France (ESRF)	Spinozzi F., Mariani P., Micetic I., Ferrero C., Pontoni D., Beltramini M.	Quaternary structure heterogeneity of oligomeric proteins: A SAXS and SANS study of the dissociation products of Octopus vulgaris hemocyanin	PloS One	7	e49644-1-e49644-13	2012	ID2/PSCM	ESRF (Grenoble)/LURE (Orsay)		10.1371/journal.pone.0049644		WOS:000311272300061
Journal article		ESRF12SP549	Italy/France (ESRF)	Spizzo F., Ferrero C., Albertini F., Casoli F.	Interplay between spontaneous in-plane long range order and vertical correlation length in sputtered Co/Cu multilayers	Thin Solid Films	520	5504-5507	2012	ID1	ESRF (Grenoble)		10.1016/j.tsf.2012.04.080		WOS:000305770200003
Journal article		ESRF12SR128	India/Germany/France (ESRF)	Srivastava P., Ghosh S., Joshi B., Satyarthi P., Kumar P., Kanjilal D., Buerger D., Zhou S., Schmidt H., Rogalev A., Wilhelm F.	Probing origin of room temperature ferromagnetism in Ni ion implanted ZnO films with x-ray absorption spectroscopy	Journal of Applied Physics	111	013715-1-013715-5	2012	ID12	ESRF (Grenoble)		10.1063/1.3676260		WOS:000299127200052
Journal article		ESRF12ST168	Greece/Germany/Spain/France (ESRF)	Stavrou E., Tatsi A., Raptis C., Efthimiopoulos I., Syassen K., Muñoz A., Rodríguez-Hernández P., López-Solano J., Hanfland M.	Effects of pressure on the structure and lattice dynamics of TmPO4: Experiments and calculations	Physical Review B	85	024117-1-024117-12	2012	ID9A	ESRF (Grenoble)		10.1103/PhysRevB.85.024117		WOS:000299424000003
Journal article		ESRF12ST132	The Netherlands/France (ESRF)	Stawski T.M., Veldhuis S.A., Besselink R., Castricum H.L., Portale G., Blank D.H.A., ten Elshof J.E.	Nanostructure development in alkoxide-carboxylate-derived precursor films of barium titanate	Journal of Physical Chemistry C	116	425-434	2012	BM26B	ESRF (Grenoble)		10.1021/jp209607w		WOS:000298978700054
Journal article		ESRF12ST371	France (ESRF)/France (not ESRF)	Stelter M., Gutsche I., Kapp U., Bazin A., Bajic G., Goret G., Jamin M., Timmins J., Terradot L.	Architecture of a dodecameric bacterial replicative helicase	Structure	20	554-564	2012	ID14-4	ESRF (Grenoble)		10.1016/j.str.2012.01.020		WOS:000301328800021
Journal article		ESRF12ST735	France (ESRF)/Sweden/South Africa/UK	Steuwer A., Hattingh D.G., James M.N., Singh U., Buslaps T.	Residual stresses, microstructure and tensile properties in Ti-6Al-4V friction stir welds	Science and Technology of Welding and Joining	17	525-533	2012	ID15A_HEX	ESRF (Grenoble)	MA-856	10.1179/136217112X13439160184196		WOS:000309514000002
Journal article		ESRF12ST794	France (ESRF)	Strohm C., Roth T., Detlefs C., van der Linden P., Mathon O.	Element-selective magnetometry in ferrimagnetic erbium iron garnet	Physical Review B	86	214421-1-214421-5	2012	ID24	ESRF (Grenoble)	HE-3347	10.1103/PhysRevB.86.214421		WOS:000312674200004
Journal article		ESRF12SU315	France (ESRF)/Germany	Suhonen H., Xu L., Helfen L., Ferrero C., Vladimirov P., Cloetens P.	X-ray phase contrast and fluorescence nanotomography for material studies	International Journal of Materials Research	103	179-183	2012	ID22	ESRF (Grenoble)		10.3139/146.110664		WOS:000300467700008
Article from Conference in a Journal		ESRF12SU821	Germany/Australia/France (ESRF)	Süllow S., Wolter A.U.B., Müller J., Lang M., Daniels J.E., Honkimäki V., Buslaps T.	The crystal structure of polycrystalline powder κ-(BEDT-TTF)2Cu[N(CN)2]Br studied by high energy x-ray diffraction	Journal of Physics : Conference Series	391	012118-1-012118-4	2012	ID15B_HEX	ESRF (Grenoble)		10.1088/1742-6596/391/1/012118		WOS:000314761400118
Journal article		ESRF12SY868	Germany/Denmark/France (ESRF)	Syha M., Rheinheimer W., Bäurer M., Lauridsen E.M., Ludwig W., Weygand D., Gumbsch P.	Interface orientation distribution during grain growth in bulk SrTiO3 measured by means of 3D X-ray diffraction contrast tomography	MRS Proceedings	1421	1-5	2012	ID11	ESRF (Grenoble)	MA-970	10.1557/opl.2012.831		
Journal article		ESRF12SY213	Germany/France (ESRF)/Denmark	Syha M., Rheinheimer W., Bäurer M., Lauridsen E.M., Ludwig W., Weygand D., Gumbsch P.	Three-dimensional grain structure of sintered bulk strontium titanate from X-ray diffraction contrast tomography	Scripta Materialia	66	1-4	2012	ID11	ESRF (Grenoble)		10.1016/j.scriptamat.2011.08.005		WOS:000297879000001
Journal article		ESRF12SZ653	France (ESRF)/France (not ESRF)/Poland/Ukraine	Szolajska E., Burmeister W.P., Zochowska M., Nerlo B., Andreev I., Schoehn G., Andrieu J.P., Fender P., Naskalska A., Zubieta C., Cusack S., Chroboczek J.	The structural basis for the integrity of adenovirus Ad3 dodecahedron	PloS One	7	e46075-1-e46075-11	2012	ID14-3/ID23-1	ESRF (Grenoble)		10.1371/journal.pone.0046075		WOS:000309556100131
Journal article		ESRF12SZ411	Germany/France (ESRF)	Sztrókay A., Diémoz P.C., Schlossbauer T., Brun E., Bamberg F., Mayr D., Reiser M.F., Bravin A., Coan P.	High-resolution breast tomography at high energy: A feasibility study of phase contrast imaging on a whole breast	Physics in Medicine and Biology	57	2931-2942	2012	ID17	ESRF (Grenoble)		10.1088/0031-9155/57/10/2931		WOS:000303677900009
Journal article	OA	ESRF12SZ863	France (ESRF)	Sztucki M., Di Cola E., Narayanan T.	Anomalous small-angle X-ray scattering from charged soft matter	European Physical Journal Special Topics	208	319-331	2012	ID2	ESRF (Grenoble)		10.1140/epjst/e2012-01627-x		WOS:000305404200027
Journal article		ESRF12TA388	France (ESRF)/USA	Tafforeau P., Zermeno J.P., Smith T.M.	Tracking cellular-level enamel growth and structure in 4D with synchrotron imaging	Journal of Human Evolution	62	424-428	2012	ID19	ESRF (Grenoble)		10.1016/j.jhevol.2012.01.001		WOS:000302981200009
Journal article		ESRF12TA481	Iran/Germany/France (ESRF)	Taghvaei A.H., Stoica M., Khoshkhoo M.S., Thomas J.Y., Vaughan G., Janghorban K., Eckert J.	Microstructure and magnetic properties of amorphous/nanocrystalline Co40Fe22Ta8B30 alloy produced by mechanical alloying	Materials Chemistry and Physics	134	1214-1224	2012	ID11	ESRF (Grenoble)		10.1016/j.matchemphys.2012.04.031		WOS:000305918200096
Journal article		ESRF12TA235	Iran/Germany/France (ESRF)/Singapore	Taghvaei A.H., Stoica M., Vaughan G., Ghaffari M., Maleksaeedi S., Janghorban K.	Microstructural characterization and amorphous phase formation in Co40Fe22Ta8B30 powders produced by mechanical alloying	Journal of Alloys and Compounds	512	85-93	2012	ID11	ESRF (Grenoble)		10.1016/j.jallcom.2011.09.025		WOS:000296769400016
Journal article		ESRF12TA845	Spain/France (ESRF)	Tamjar J., Katorcha E., Popov A., Malinina L.	Structural dynamics of double-helical RNAs composed of CUG/CUG- and CUG/CGG-repeats	Journal of Biomolecular Structure & Dynamics	30	505-523	2012	ID23-1	ESRF (Grenoble)		10.1080/07391102.2012.687517		WOS:000308104500001
Journal article		ESRF12TA559	France (ESRF)/France (not ESRF)	Tandjaoui A., Mangelinck-Noël N., Reinhart G., Furter J.J., Billia B., Lafford T., Baruchel J., Guichard X.	Real time observation of the directional solidification of multicrystalline silicon: X-ray imaging characterization	Energy Procedia	27	82-87	2012	BM5	ESRF (Grenoble)		10.1016/j.egypro.2012.07.033		WOS:000313202000014
Journal article		ESRF12TC766	Germany/Russia/Italy/France (ESRF)	Tchougréeff A.L., Liu X., Müller P., van Beek W., Ruschewitz U., Dronskowski R.	Structural study of CuNCN and its theoretical implications: A case of a resonating-Valence-bond state?	Journal of Physical Chemistry Letters	3	3360-3366	2012	BM1B	ESRF (Grenoble)		10.1021/jz301722b		WOS:000313770400022
Journal article		ESRF12TE338	Brazil/France (ESRF)	Terashita H., Cezar J.C., Ardito F.M., Bufaiçal L.F., Granado E.	Element-specific and bulk magnetism, electronic, and crystal structures of La0.70Ca0.30Mn1-xCrxO3	Physical Review B	85	104401-1-104401-9	2012	ID8	ESRF (Grenoble)/LNLS (Campinas SP)		10.1103/PhysRevB.85.104401		WOS:000301111900008
Journal article		ESRF12TE696	France (not ESRF)/France (ESRF)/USA	Terech P., Velu S.K.P., Pernot P., Wiegart L.	Salt effects in the formation of self-assembled lithocholate helical ribbons and tubes	Journal of Physical Chemistry B	116	11344-11355	2012	ID14-3_BIOSAXS	ESRF (Grenoble)		10.1021/jp305365m		WOS:000308631200042
Article from Conference in a Book		ESRF14TH144	Canada/Germany/Japan/France (ESRF)	Thil C., Baron A.Q.R., Dautet H., Davies M., Fajardo P., Fischer P., Göttlicher P., Graafsma H., Hervé C., Rüffer R.	The APA pixel readout ASIC for an APD based fast 2D X-ray hybrid pixel detector	IEEE Nuclear Science Symposium Conference		496-500	2012		ESRF (Grenoble)		10.1109/NSSMIC.2012.6551155		
Journal article		ESRF12TO448	Austria/Hungary/France (ESRF)	Tolnai D., Requena G., Cloetens P., Lendvai J., Degischer H.P.	Sub-micrometre holotomographic characterisation of the effects of solution heat treatment on an AlMg7.3Si3.5 alloy	Materials Science and Engineering A	550	214-221	2012	ID22	ESRF (Grenoble)		10.1016/j.msea.2012.04.060		WOS:000305918300028
Journal article		ESRF12TO621	Spain/Italy/France (ESRF)	Torrelles X., Pedio M., Cepek C., Felici R.	(2√3×2√3)R30° induced self-assembly ordering by C60 on a Au(111) surface: X-ray diffraction structure analysis	Physical Review B	86	075461-1-075461-10	2012	ID3	ESRF (Grenoble)	SI-1411, SI-1752	10.1103/PhysRevB.86.075461		WOS:000308004400010
Journal article		ESRF12TO650	France (ESRF)/France (not ESRF)	Tougerti A., Llorens I., d'Acapito F., Fonda E., Hazemann J.L., Joly Y., Thiaudière D., Che M., Carrier X.	Surface science approach to the solid-liquid interface: Surface-dependent precipitation of Ni(OH)2 on α-Al2O3 surfaces	Angewandte Chemie International Edition	51	7697-7701	2012	BM30B/BM8	ESRF (Grenoble)/Soleil (Orsay)		10.1002/anie.201201349		WOS:000306757900012
